Index,0 [STRING(0x0)][0x0],1,0,0,0
13229,"Caller's Loincloth",36,"167,1,0,0","0,0,0,0",2
13231,"Caller's Sandals",38,"167,1,0,0","0,0,0,0",2
13233,"Savant's Top Hat",34,"168,1,0,0","0,0,0,0",2
13235,"Savant's Overcoat",35,"168,1,0,0","0,0,0,0",2
13237,"Savant's Aethercell Gloves",37,"168,1,0,0","0,0,0,0",2
13239,"Savant's Culottes",36,"168,1,0,0","0,0,0,0",2
13241,"Savant's Boots",38,"168,1,0,0","0,0,0,0",2
13243,"Welkin Hat",34,"266,1,0,0","0,0,0,0",2
13245,"Welkin Robe",35,"266,1,0,0","0,0,0,0",2
13247,"Welkin Half Sleeves",37,"266,1,0,0","0,0,0,0",2
13249,"Welkin Breeches",36,"266,1,0,0","0,0,0,0",2
13251,"Welkin Shoes",38,"266,1,0,0","0,0,0,0",2
13253,"Fabled Earrings of Fending",41,"60,1,0,0","0,0,0,0",2
13255,"Fabled Earrings of Slaying",41,"60,1,0,0","0,0,0,0",2
13257,"Fabled Earrings of Aiming",41,"60,1,0,0","0,0,0,0",2
13259,"Fabled Earrings of Healing",41,"60,1,0,0","0,0,0,0",2
13261,"Fabled Earrings of Casting",41,"60,1,0,0","0,0,0,0",2
13263,"Fabled Necklace of Fending",40,"60,1,0,0","0,0,0,0",2
13265,"Fabled Necklace of Slaying",40,"60,1,0,0","0,0,0,0",2
13267,"Fabled Necklace of Aiming",40,"60,1,0,0","0,0,0,0",2
13269,"Fabled Necklace of Healing",40,"60,1,0,0","0,0,0,0",2
13271,"Fabled Necklace of Casting",40,"60,1,0,0","0,0,0,0",2
13273,"Fabled Bracelet of Fending",42,"60,1,0,0","0,0,0,0",2
13275,"Fabled Bracelet of Slaying",42,"60,1,0,0","0,0,0,0",2
13277,"Fabled Bracelet of Aiming",42,"60,1,0,0","0,0,0,0",2
13279,"Fabled Bracelet of Healing",42,"60,1,0,0","0,0,0,0",2
13281,"Fabled Bracelet of Casting",42,"60,1,0,0","0,0,0,0",2
13283,"Fabled Ring of Fending",43,"60,1,0,0","0,0,0,0",2
13285,"Fabled Ring of Slaying",43,"60,1,0,0","0,0,0,0",2
13287,"Fabled Ring of Aiming",43,"60,1,0,0","0,0,0,0",2
13289,"Fabled Ring of Healing",43,"60,1,0,0","0,0,0,0",2
13291,"Fabled Ring of Casting",43,"60,1,0,0","0,0,0,0",2
13292,"Mythrite Halfheart Saw",12,"5004,2,1,0","5081,1,1,0",2
13293,"Hardsilver Saw",12,"5001,1,16,0","5081,2,1,0",2
13294,"Titanium Halfheart Saw",12,"5004,2,2,0","5081,1,1,0",2
13295,"Adamantite Saw",12,"5001,1,17,0","5081,2,1,0",2
13296,"Mythrite Lump Hammer",14,"5101,2,4,0","5181,2,1,0",2
13297,"Titanium Cross-pein Hammer",14,"5101,1,17,0","5181,1,1,0",2
13298,"Titanium Lump Hammer",14,"5101,2,3,0","5181,2,1,0",2
13299,"Adamantite Cross-pein Hammer",14,"5101,1,18,0","5181,1,1,0",2
13300,"Mythrite Raising Hammer",16,"5201,3,5,0","5282,1,1,0",2
13301,"Titanium Ball-pein Hammer",16,"5201,4,4,0","5281,2,1,0",2
13302,"Titanium Raising Hammer",16,"5201,3,6,0","5282,1,1,0",2
13303,"Adamantite Ball-pein Hammer",16,"5201,4,3,0","5281,2,1,0",2
13304,"Mythrite Lapidary Hammer",18,"5301,2,6,0","5381,1,1,0",2
13305,"Hardsilver Texture Hammer",18,"5301,3,3,0","5381,2,1,0",2
13306,"Hardsilver Lapidary Hammer",18,"5301,2,7,0","5381,1,1,0",2
13307,"Aurum Regis Texture Hammer",18,"5301,3,4,0","5381,2,1,0",2
13308,"Mythrite Round Knife",20,"5401,4,5,0","5481,1,1,0",2
13309,"Titanium Creasing Knife",20,"5401,5,4,0","5481,2,1,0",2
13310,"Hardsilver Round Knife",20,"5401,4,4,0","5481,1,1,0",2
13311,"Aurum Regis Creasing Knife",20,"5401,5,3,0","5481,2,1,0",2
13312,"Mythrite Needle",22,"5501,1,16,0","0,0,0,0",2
13313,"Hardsilver Needle",22,"5501,1,15,0","0,0,0,0",2
13314,"Dragon Fang Needle",22,"5501,2,4,0","0,0,0,0",2
13315,"Griffin Talon Needle",22,"5501,2,3,0","0,0,0,0",2
13316,"Mythrite Alembic",24,"5603,1,3,0","5681,1,1,0",2
13317,"Hardsilver Alembic",24,"5601,7,3,0","5682,1,1,0",2
13318,"Titanium Alembic",24,"5601,7,2,0","5681,1,1,0",2
13319,"Adamantite Alembic",24,"5603,1,4,0","5682,1,1,0",2
13320,"Frypan Caliente",26,"5701,3,4,0","5721,1,1,0",2
13321,"Titanium Frypan",26,"5701,4,3,0","5722,1,1,0",2
13322,"Mandragoras Frypan",26,"5701,3,5,0","5721,1,1,0",2
13323,"Adamantite Frypan",26,"5701,4,4,0","5722,1,1,0",2
13324,"Mythrite Pickaxe",28,"7002,1,5,0","0,0,0,0",2
13325,"Hardsilver Dolabra",28,"7001,4,4,0","0,0,0,0",2
13326,"Titanium Pickaxe",28,"7002,1,3,0","0,0,0,0",2
13327,"Adamantite Dolabra",28,"7001,4,5,0","0,0,0,0",2
13328,"Mythrite Hatchet",30,"7101,4,4,0","0,0,0,0",2
13329,"Titanium Hatchet",30,"7101,5,3,0","0,0,0,0",2
13330,"Hardsilver Hatchet",30,"7101,4,3,0","0,0,0,0",2
13331,"Adamantite Hatchet",30,"7101,5,5,0","0,0,0,0",2
13332,"Cedar Fishing Rod",32,"7201,2,9,0","0,0,0,0",2
13333,"Dark Chestnut Fishing Rod",32,"7201,4,3,0","0,0,0,0",2
13334,"Hallowed Chestnut Fishing Rod",32,"7201,2,10,0","0,0,0,0",2
13335,"Birch Fishing Rod",32,"7201,4,5,0","0,0,0,0",2
13336,"Mythrite Claw Hammer",13,"5041,1,6,0","5081,1,1,0",2
13337,"Titanium Claw Hammer",13,"5041,1,7,0","5081,1,1,0",2
13338,"Adamantite Claw Hammer",13,"5041,1,6,0","5081,1,1,0",2
13339,"Fortified Claw Hammer",13,"5041,1,6,0","5081,1,1,0",2
13340,"Mythrite File",15,"5141,1,7,0","5181,1,1,0",2
13341,"Titanium File",15,"5141,1,8,0","5181,1,1,0",2
13342,"Adamantite File",15,"5141,1,7,0","5181,1,1,0",2
13343,"Polished Adamantite File",15,"5141,1,7,0","5181,1,1,0",2
13344,"Mythrite Pliers",17,"5241,1,7,0","5281,1,1,0",2
13345,"Titanium Pliers",17,"5241,1,8,0","5281,1,1,0",2
13346,"Adamantite Pliers",17,"5241,1,7,0","5281,1,1,0",2
13347,"Double-jointed Adamantite Pliers",17,"5241,1,7,0","5281,1,1,0",2
13348,"Astral Grinding Wheel",19,"5341,1,1,0","5361,1,6,0",2
13349,"Cloud Mica Grinding Wheel",19,"5341,1,1,0","5361,1,7,0",2
13350,"Dragonscale Grinding Wheel",19,"5341,1,1,0","5361,1,6,0",2
13351,"Sun Mica Grinding Wheel",19,"5341,1,1,0","5361,1,6,0",2
13352,"Mythrite Awl",21,"5441,1,6,0","5481,1,1,0",2
13353,"Titanium Awl",21,"5441,1,7,0","5481,1,1,0",2
13354,"Adamantite Awl",21,"5441,1,6,0","5481,1,1,0",2
13355,"Sharpened Adamantite Awl",21,"5441,1,6,0","5481,1,1,0",2
13356,"Holy Cedar Spinning Wheel",23,"5571,1,1,0","5561,1,8,0",2
13357,"Dark Chestnut Spinning Wheel",23,"5571,1,1,0","5561,1,8,0",2
13358,"Birch Spinning Wheel",23,"5571,1,1,0","5561,1,9,0",2
13359,"Astral Birch Spinning Wheel",23,"5571,1,1,0","5561,1,9,0",2
13360,"Mythrite Mortar",25,"5641,1,7,0","5661,1,7,0",2
13361,"Titanium Mortar",25,"5641,1,8,0","5661,1,8,0",2
13362,"Adamantite Mortar",25,"5641,1,7,0","5661,1,7,0",2
13363,"Heavy Adamantite Mortar",25,"5641,1,7,0","5661,1,7,0",2
13364,"Mythrite Culinary Knife",27,"5741,1,7,0","5781,1,1,0",2
13365,"Titanium Culinary Knife",27,"5741,1,8,0","5781,1,1,0",2
13366,"Adamantite Culinary Knife",27,"5741,1,7,0","5781,1,1,0",2
13367,"Wrapped Adamantite Culinary Knife",27,"5741,1,7,0","5781,1,1,0",2
13368,"Mythrite Sledgehammer",29,"7051,1,7,0","0,0,0,0",2
13369,"Titanium Sledgehammer",29,"7051,1,8,0","0,0,0,0",2
13370,"Adamantite Sledgehammer",29,"7051,1,7,0","0,0,0,0",2
13371,"Weighted Adamantite Sledgehammer",29,"7051,1,7,0","0,0,0,0",2
13372,"Mythrite Scythe",31,"7151,1,7,0","0,0,0,0",2
13373,"Titanium Scythe",31,"7151,1,8,0","0,0,0,0",2
13374,"Adamantite Scythe",31,"7151,1,7,0","0,0,0,0",2
13375,"Balanced Adamantite Scythe",31,"7151,1,7,0","0,0,0,0",2
13377,"Mythrite Goggles of Crafting",34,"21,89,0,0","0,0,0,0",2
13379,"Holy Rainbow Wedge Cap",34,"38,128,0,0","0,0,0,0",2
13381,"Ramie Turban of Crafting",34,"254,1,0,0","0,0,0,0",2
13383,"Adept's Hat",34,"9098,5,0,0","0,0,0,0",2
13385,"Chimerical Felt Turban of Crafting",34,"254,2,0,0","0,0,0,0",2
13387,"Archaeoskin Jackcoat of Crafting",35,"21,89,0,0","0,0,0,0",2
13389,"Holy Rainbow Coatee",35,"38,21,0,0","0,0,0,0",2
13391,"Ramie Doublet of Crafting",35,"254,1,0,0","0,0,0,0",2
13393,"Adept's Gown",35,"9098,5,0,0","0,0,0,0",2
13395,"Chimerical Felt Doublet of Crafting",35,"254,2,0,0","0,0,0,0",2
13397,"Archaeoskin Gloves of Crafting",37,"21,89,0,0","0,0,0,0",2
13399,"Holy Rainbow Gloves",37,"38,74,0,0","0,0,0,0",2
13401,"Dhalmelskin Halfgloves of Crafting",37,"254,1,0,0","0,0,0,0",2
13403,"Adept's Gloves",37,"9098,5,0,0","0,0,0,0",2
13405,"Serpentskin Halfgloves of Crafting",37,"254,2,0,0","0,0,0,0",2
13407,"Archaeoskin Breeches of Crafting",36,"21,89,0,0","0,0,0,0",2
13409,"Holy Rainbow Bottoms",36,"38,48,0,0","0,0,0,0",2
13411,"Ramie Skirt",36,"254,1,0,0","0,0,0,0",2
13413,"Adept's Hose",36,"9098,5,0,0","0,0,0,0",2
13415,"Chimerical Felt Skirt",36,"254,2,0,0","0,0,0,0",2
13417,"Archaeoskin Jackboots of Crafting",38,"21,89,0,0","0,0,0,0",2
13419,"Holy Rainbow Shoes",38,"38,101,0,0","0,0,0,0",2
13421,"Dhalmelskin Shoes",38,"254,1,0,0","0,0,0,0",2
13423,"Adept's Thighboots",38,"9098,5,0,0","0,0,0,0",2
13425,"Serpentskin Shoes",38,"254,2,0,0","0,0,0,0",2
13427,"Mythrite Goggles of Gathering",34,"21,88,0,0","0,0,0,0",2
13429,"Holy Rainbow Hat",34,"184,2,0,0","0,0,0,0",2
13431,"Dhalmelskin Bush Hat",34,"255,1,0,0","0,0,0,0",2
13433,"Trailblazer's Scarf",34,"25,108,0,0","0,0,0,0",2
13435,"Serpentskin Bush Hat",34,"255,2,0,0","0,0,0,0",2
13437,"Archaeoskin Jackcoat of Gathering",35,"21,88,0,0","0,0,0,0",2
13439,"Wyvernskin Jerkin",35,"6,58,0,0","0,0,0,0",2
13441,"Dhalmelskin Vest",35,"255,1,0,0","0,0,0,0",2
13443,"Trailblazer's Vest",35,"25,108,0,0","0,0,0,0",2
13445,"Serpentskin Vest",35,"255,2,0,0","0,0,0,0",2
13447,"Archaeoskin Gloves of Gathering",37,"21,88,0,0","0,0,0,0",2
13449,"Holy Rainbow Work Gloves",37,"6,149,0,0","0,0,0,0",2
13451,"Dhalmelskin Gloves",37,"255,1,0,0","0,0,0,0",2
13453,"Trailblazer's Wristguards",37,"25,108,0,0","0,0,0,0",2
13455,"Serpentskin Gloves",37,"255,2,0,0","0,0,0,0",2
13457,"Archaeoskin Breeches of Gathering",36,"21,88,0,0","0,0,0,0",2
13459,"Wyvernskin Culottes",36,"6,104,0,0","0,0,0,0",2
13461,"Ramie Trousers of Gathering",36,"255,1,0,0","0,0,0,0",2
13463,"Trailblazer's Slops",36,"25,108,0,0","0,0,0,0",2
13465,"Chimerical Felt Trousers",36,"255,2,0,0","0,0,0,0",2
13467,"Archaeoskin Jackboots of Gathering",38,"21,88,0,0","0,0,0,0",2
13469,"Wyvernskin Workboots",38,"6,195,0,0","0,0,0,0",2
13471,"Dhalmelskin Fringe Boots",38,"255,1,0,0","0,0,0,0",2
13473,"Trailblazer's Shoes",38,"25,108,0,0","0,0,0,0",2
13475,"Serpentskin Fringe Boots",38,"255,2,0,0","0,0,0,0",2
13477,"Holy Cedar Necklace",40,"3,11,0,0","0,0,0,0",2
13479,"Hallowed Chestnut Necklace",40,"3,12,0,0","0,0,0,0",2
13481,"Astral Birch Necklace",40,"3,13,0,0","0,0,0,0",2
13483,"Holy Cedar Armillae",42,"3,11,0,0","0,0,0,0",2
13485,"Hallowed Chestnut Armillae",42,"3,12,0,0","0,0,0,0",2
13487,"Astral Birch Armillae",42,"3,13,0,0","0,0,0,0",2
13489,"Yeti Fang Earrings",41,"3,9,0,0","0,0,0,0",2
13491,"Dragon Fang Earrings",41,"3,10,0,0","0,0,0,0",2
13493,"Aurum Regis Earrings of Crafting",41,"18,4,0,0","0,0,0,0",2
13495,"Holy Cedar Ring",43,"3,11,0,0","0,0,0,0",2
13497,"Hallowed Chestnut Ring",43,"3,12,0,0","0,0,0,0",2
13499,"Astral Birch Ring",43,"3,13,0,0","0,0,0,0",2
13501,"Wyvernskin Choker",40,"4,12,0,0","0,0,0,0",2
13503,"Dragonskin Choker",40,"4,11,0,0","0,0,0,0",2
13505,"Griffin Leather Choker",40,"4,13,0,0","0,0,0,0",2
13507,"Wyvernskin Wristbands",42,"4,12,0,0","0,0,0,0",2
13509,"Dragonskin Wristbands",42,"4,11,0,0","0,0,0,0",2
13511,"Griffin Leather Wristbands",42,"4,13,0,0","0,0,0,0",2
13513,"Mythrite Earrings of Gathering",41,"1,6,0,0","0,0,0,0",2
13515,"Hardsilver Earrings of Gathering",41,"1,7,0,0","0,0,0,0",2
13517,"Aurum Regis Earrings of Gathering",41,"18,3,0,0","0,0,0,0",2
13519,"Wyvernskin Ring",43,"1,9,0,0","0,0,0,0",2
13521,"Dragonskin Ring",43,"1,8,0,0","0,0,0,0",2
13523,"Griffin Leather Ring",43,"1,10,0,0","0,0,0,0",2
13525,"Wild Rose Bandana",34,"284,1,0,0","0,0,0,0",2
13527,"Wild Rose Cuirass",35,"284,1,0,0","0,0,0,0",2
13529,"Wild Rose Armguards",37,"284,1,0,0","0,0,0,0",2
13531,"Wild Rose Breeches",36,"284,1,0,0","0,0,0,0",2
13533,"Wild Rose Boots",38,"284,1,0,0","0,0,0,0",2
13534,"Unfinished Curtana Replica",2,"201,10,2,0","0,0,0,0",2
13535,"Curtana Replica",2,"201,10,1,0","0,0,0,0",2
13536,"Curtana Zenith Replica",2,"201,10,3,0","0,0,0,0",2
13537,"Curtana Atma Replica",2,"201,10,4,0","0,0,0,0",2
13538,"Curtana Animus Replica",2,"201,10,5,0","0,0,0,0",2
13539,"Curtana Novus Replica",2,"201,10,6,0","0,0,0,0",2
13540,"Curtana Nexus Replica",2,"201,10,7,0","0,0,0,0",2
13541,"Excalibur Replica",2,"201,60,1,0","0,0,0,0",2
13542,"Excalibur Zeta Replica",2,"201,60,2,0","0,0,0,0",2
13543,"Unfinished Replica Sphairai",1,"304,1,2,0","354,1,2,0",2
13544,"Replica Sphairai",1,"304,1,1,0","354,1,1,0",2
13545,"Replica Sphairai Zenith",1,"304,1,3,0","354,1,3,0",2
13546,"Replica Sphairai Atma",1,"304,1,4,0","354,1,4,0",2
13547,"Replica Sphairai Animus",1,"304,1,5,0","354,1,5,0",2
13548,"Replica Sphairai Novus",1,"304,1,6,0","354,1,6,0",2
13549,"Replica Sphairai Nexus",1,"304,1,7,0","354,1,7,0",2
13550,"Replica Kaiser Knuckles",1,"301,30,1,0","351,30,1,0",2
13551,"Replica Kaiser Knuckles Zeta",1,"301,30,2,0","351,30,2,0",2
13552,"Unfinished Bravura Replica",3,"401,7,2,0","0,0,0,0",2
13553,"Bravura Replica",3,"401,7,1,0","0,0,0,0",2
13554,"Bravura Zenith Replica",3,"401,7,3,0","0,0,0,0",2
13555,"Bravura Atma Replica",3,"401,7,4,0","0,0,0,0",2
13556,"Bravura Animus Replica",3,"401,7,5,0","0,0,0,0",2
13557,"Bravura Novus Replica",3,"401,7,6,0","0,0,0,0",2
13558,"Bravura Nexus Replica",3,"401,7,7,0","0,0,0,0",2
13559,"Ragnarok Replica",3,"401,39,1,0","0,0,0,0",2
13560,"Ragnarok Zeta Replica",3,"401,39,2,0","0,0,0,0",2
13561,"Unfinished Gae Bolg Replica",5,"504,1,3,0","0,0,0,0",2
13562,"Gae Bolg Replica",5,"504,1,1,0","0,0,0,0",2
13563,"Gae Bolg Zenith Replica",5,"504,1,4,0","0,0,0,0",2
13564,"Gae Bolg Atma Replica",5,"504,1,5,0","0,0,0,0",2
13565,"Gae Bolg Animus Replica",5,"504,1,6,0","0,0,0,0",2
13566,"Gae Bolg Novus Replica",5,"504,1,7,0","0,0,0,0",2
13567,"Gae Bolg Nexus Replica",5,"504,1,8,0","0,0,0,0",2
13568,"Longinus Replica",5,"511,1,1,0","0,0,0,0",2
13569,"Longinus Zeta Replica",5,"511,1,2,0","0,0,0,0",2
13570,"Unfinished Artemis Bow Replica",4,"603,1,4,0","698,4,4,0",2
13571,"Artemis Bow Replica",4,"603,1,1,0","698,4,1,0",2
13572,"Artemis Bow Zenith Replica",4,"603,1,5,0","698,4,1,0",2
13573,"Artemis Bow Atma Replica",4,"603,1,6,0","698,4,5,0",2
13574,"Artemis Bow Animus Replica",4,"603,1,7,0","698,4,5,0",2
13575,"Artemis Bow Novus Replica",4,"603,1,8,0","698,4,5,0",2
13576,"Artemis Bow Nexus Replica",4,"603,1,9,0","698,4,5,0",2
13577,"Yoichi Bow Replica",4,"601,28,1,0","698,28,1,0",2
13578,"Yoichi Bow Zeta Replica",4,"601,28,2,0","698,28,1,0",2
13579,"Unfinished Replica Yoshimitsu",84,"1801,2,2,0","1851,2,2,0",2
13580,"Replica Yoshimitsu",84,"1801,2,1,0","1851,2,1,0",2
13581,"Replica Yoshimitsu Zenith",84,"1801,2,3,0","1851,2,3,0",2
13582,"Replica Yoshimitsu Atma",84,"1801,2,4,0","1851,2,4,0",2
13583,"Replica Yoshimitsu Animus",84,"1801,2,5,0","1851,2,5,0",2
13584,"Replica Yoshimitsu Novus",84,"1801,2,6,0","1851,2,6,0",2
13585,"Replica Yoshimitsu Nexus",84,"1801,2,7,0","1851,2,7,0",2
13586,"Replica Sasuke's Blades",84,"1801,30,1,0","1851,30,1,0",2
13587,"Replica Sasuke's Blades Zeta",84,"1801,30,2,0","1851,30,2,0",2
13588,"Unfinished Thyrus Replica",9,"801,6,2,0","0,0,0,0",2
13589,"Thyrus Replica",9,"801,6,1,0","0,0,0,0",2
13590,"Thyrus Zenith Replica",9,"801,6,4,0","0,0,0,0",2
13591,"Thyrus Atma Replica",9,"801,6,5,0","0,0,0,0",2
13592,"Thyrus Animus Replica",9,"801,6,6,0","0,0,0,0",2
13593,"Thyrus Novus Replica",9,"801,6,7,0","0,0,0,0",2
13594,"Thyrus Nexus Replica",9,"801,6,8,0","0,0,0,0",2
13595,"Nirvana Replica",9,"801,30,1,0","0,0,0,0",2
13596,"Nirvana Zeta Replica",9,"801,30,2,0","0,0,0,0",2
13597,"Unfinished Stardust Rod Replica",7,"1001,2,2,0","0,0,0,0",2
13598,"Stardust Rod Replica",7,"1001,2,1,0","0,0,0,0",2
13599,"Stardust Rod Zenith Replica",7,"1001,2,4,0","0,0,0,0",2
13600,"Stardust Rod Atma Replica",7,"1001,2,5,0","0,0,0,0",2
13601,"Stardust Rod Animus Replica",7,"1001,2,6,0","0,0,0,0",2
13602,"Stardust Rod Novus Replica",7,"1001,2,7,0","0,0,0,0",2
13603,"Stardust Rod Nexus Replica",7,"1001,2,8,0","0,0,0,0",2
13604,"Lilith Rod Replica",7,"1001,26,1,0","0,0,0,0",2
13605,"Lilith Rod Zeta Replica",7,"1001,26,2,0","0,0,0,0",2
13606,"Unfinished Veil of Wiyu Replica",10,"1705,1,2,0","0,0,0,0",2
13607,"The Veil of Wiyu Replica",10,"1705,1,1,0","0,0,0,0",2
13608,"The Veil of Wiyu Zenith Replica",10,"1705,1,3,0","0,0,0,0",2
13609,"The Veil of Wiyu Atma Replica",10,"1705,1,4,0","0,0,0,0",2
13610,"The Veil of Wiyu Animus Replica",10,"1705,1,5,0","0,0,0,0",2
13611,"The Veil of Wiyu Novus Replica",10,"1705,1,6,0","0,0,0,0",2
13612,"The Veil of Wiyu Nexus Replica",10,"1705,1,7,0","0,0,0,0",2
13613,"Apocalypse Replica",10,"1701,26,1,0","0,0,0,0",2
13614,"Apocalypse Zeta Replica",10,"1701,26,2,0","0,0,0,0",2
13615,"Unfinished Replica of the Omnilex",98,"1715,1,2,0","0,0,0,0",2
13616,"Replica of the Omnilex",98,"1715,1,1,0","0,0,0,0",2
13617,"Replica of the Omnilex Zenith",98,"1715,1,3,0","0,0,0,0",2
13618,"Replica of the Omnilex Atma",98,"1715,1,4,0","0,0,0,0",2
13619,"Replica of the Omnilex Animus",98,"1715,1,5,0","0,0,0,0",2
13620,"Replica of the Omnilex Novus",98,"1715,1,6,0","0,0,0,0",2
13621,"Replica of the Omnilex Nexus",98,"1715,1,7,0","0,0,0,0",2
13622,"Last Resort Replica",98,"1721,1,1,0","0,0,0,0",2
13623,"Last Resort Zeta Replica",98,"1721,1,2,0","0,0,0,0",2
13624,"Holy Shield Replica",11,"101,11,1,0","0,0,0,0",2
13625,"Holy Shield Zenith Replica",11,"101,11,2,0","0,0,0,0",2
13626,"Holy Shield Atma Replica",11,"101,11,3,0","0,0,0,0",2
13627,"Holy Shield Animus Replica",11,"101,11,4,0","0,0,0,0",2
13628,"Holy Shield Novus Replica",11,"101,11,5,0","0,0,0,0",2
13629,"Holy Shield Nexus Replica",11,"101,11,6,0","0,0,0,0",2
13630,"Aegis Shield Replica",11,"101,34,1,0","0,0,0,0",2
13631,"Aegis Shield Zeta Replica",11,"101,34,2,0","0,0,0,0",2
13632,"Blade of the Behemoth King",2,"201,69,1,0","0,0,0,0",2
13633,"Fangs of the Rising Dragon",1,"320,1,1,0","370,1,1,0",2
13634,"Battleaxe of the Behemoth King",3,"401,50,1,0","0,0,0,0",2
13635,"Spear of the Behemoth Queen",5,"501,43,1,0","0,0,0,0",2
13636,"Longbow of the Last Unicorn",4,"601,36,1,0","698,35,1,0",2
13637,"Claws of the Falling Dragon",84,"1801,45,1,0","1851,45,1,0",2
13638,"Greatsword of the Behemoth King",87,"1501,42,1,0","0,0,0,0",2
13639,"Musketoon of the Last Unicorn",88,"2011,2,1,0","2099,1,1,0",2
13640,"Cane of the White Griffin",9,"801,43,1,0","0,0,0,0",2
13641,"Rod of the Black Griffin",7,"1001,38,1,0","0,0,0,0",2
13642,"Grimoire of the Black Griffin",10,"1701,35,1,0","0,0,0,0",2
13643,"Codex of the White Griffin",98,"1701,35,2,0","0,0,0,0",2
13644,"Astrometer of the White Griffin",89,"2101,37,1,0","2199,1,40,0",2
13645,"Shield of the Behemoth King",11,"101,43,1,0","0,0,0,0",2
13647,"Helm of the Behemoth King",34,"274,1,0,0","0,0,0,0",2
13649,"Armor of the Behemoth King",35,"274,1,0,0","0,0,0,0",2
13651,"Gauntlets of the Behemoth King",37,"274,1,0,0","0,0,0,0",2
13653,"Cuisses of the Behemoth King",36,"274,1,0,0","0,0,0,0",2
13655,"Sabatons of the Behemoth King",38,"274,1,0,0","0,0,0,0",2
13657,"Helm of the Behemoth Queen",34,"274,2,0,0","0,0,0,0",2
13659,"Armor of the Behemoth Queen",35,"274,2,0,0","0,0,0,0",2
13661,"Gauntlets of the Behemoth Queen",37,"274,2,0,0","0,0,0,0",2
13663,"Cuisses of the Behemoth Queen",36,"274,2,0,0","0,0,0,0",2
13665,"Sabatons of the Behemoth Queen",38,"274,2,0,0","0,0,0,0",2
13667,"Helm of the Rising Dragon",34,"273,1,0,0","0,0,0,0",2
13669,"Jacket of the Rising Dragon",35,"273,1,0,0","0,0,0,0",2
13671,"Gloves of the Rising Dragon",37,"273,1,0,0","0,0,0,0",2
13673,"Gaskins of the Rising Dragon",36,"273,1,0,0","0,0,0,0",2
13675,"Gaiters of the Rising Dragon",38,"273,1,0,0","0,0,0,0",2
13677,"Horn of the Last Unicorn",34,"275,1,0,0","0,0,0,0",2
13679,"Robe of the Last Unicorn",35,"275,1,0,0","0,0,0,0",2
13681,"Armguards of the Last Unicorn",37,"275,1,0,0","0,0,0,0",2
13683,"Longkilt of the Last Unicorn",36,"275,1,0,0","0,0,0,0",2
13685,"Leg Guards of the Last Unicorn",38,"275,1,0,0","0,0,0,0",2
13687,"Helm of the Falling Dragon",34,"273,2,0,0","0,0,0,0",2
13689,"Jacket of the Falling Dragon",35,"273,2,0,0","0,0,0,0",2
13691,"Gloves of the Falling Dragon",37,"273,2,0,0","0,0,0,0",2
13693,"Gaskins of the Falling Dragon",36,"273,2,0,0","0,0,0,0",2
13695,"Gaiters of the Falling Dragon",38,"273,2,0,0","0,0,0,0",2
13697,"Hood of the White Griffin",34,"276,2,0,0","0,0,0,0",2
13699,"Robe of the White Griffin",35,"276,2,0,0","0,0,0,0",2
13701,"Gloves of the White Griffin",37,"276,2,0,0","0,0,0,0",2
13703,"Chausses of the White Griffin",36,"276,2,0,0","0,0,0,0",2
13705,"Boots of the White Griffin",38,"276,2,0,0","0,0,0,0",2
13707,"Hood of the Black Griffin",34,"276,1,0,0","0,0,0,0",2
13709,"Robe of the Black Griffin",35,"276,1,0,0","0,0,0,0",2
13711,"Gloves of the Black Griffin",37,"276,1,0,0","0,0,0,0",2
13713,"Chausses of the Black Griffin",36,"276,1,0,0","0,0,0,0",2
13715,"Boots of the Black Griffin",38,"276,1,0,0","0,0,0,0",2
13717,"Battleliege Choker of Fending",40,"58,1,0,0","0,0,0,0",2
13719,"Battleliege Bracelet of Fending",42,"58,1,0,0","0,0,0,0",2
13721,"Battleliege Earrings of Fending",41,"58,1,0,0","0,0,0,0",2
13723,"Battleliege Ring of Fending",43,"58,1,0,0","0,0,0,0",2
13725,"Battleliege Choker of Slaying",40,"58,1,0,0","0,0,0,0",2
13727,"Battleliege Bracelet of Slaying",42,"58,1,0,0","0,0,0,0",2
13729,"Battleliege Earrings of Slaying",41,"58,1,0,0","0,0,0,0",2
13731,"Battleliege Ring of Slaying",43,"58,1,0,0","0,0,0,0",2
13733,"Battleliege Choker of Aiming",40,"58,1,0,0","0,0,0,0",2
13735,"Battleliege Bracelet of Aiming",42,"58,1,0,0","0,0,0,0",2
13737,"Battleliege Earrings of Aiming",41,"58,1,0,0","0,0,0,0",2
13739,"Battleliege Ring of Aiming",43,"58,1,0,0","0,0,0,0",2
13741,"Battleliege Choker of Healing",40,"58,1,0,0","0,0,0,0",2
13743,"Battleliege Bracelet of Healing",42,"58,1,0,0","0,0,0,0",2
13745,"Battleliege Earrings of Healing",41,"58,1,0,0","0,0,0,0",2
13747,"Battleliege Ring of Healing",43,"58,1,0,0","0,0,0,0",2
13749,"Battleliege Choker of Casting",40,"58,1,0,0","0,0,0,0",2
13751,"Battleliege Bracelet of Casting",42,"58,1,0,0","0,0,0,0",2
13753,"Battleliege Earrings of Casting",41,"58,1,0,0","0,0,0,0",2
13755,"Battleliege Ring of Casting",43,"58,1,0,0","0,0,0,0",2
